id_material,titulo,tipo,area,nivel,descricao,autor
6637,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6638,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6639,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6640,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6641,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6642,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6643,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6644,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6645,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6646,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6647,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6648,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6649,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6650,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6651,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6652,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6653,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6654,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6655,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6656,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6657,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6658,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6659,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6660,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6661,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6662,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6663,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6664,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6665,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6666,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6667,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6668,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6669,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6670,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6671,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6672,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6673,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6674,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6675,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6676,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6677,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6678,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6679,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6680,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6681,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6682,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6683,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6684,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6685,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6686,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6687,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6688,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6689,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6690,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6691,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6692,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6693,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6694,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6695,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6696,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6697,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6698,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6699,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6700,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6701,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6702,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6703,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6704,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6705,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6706,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6707,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6708,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6709,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6710,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6711,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6712,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6713,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6714,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6715,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6716,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6717,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6718,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6719,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6720,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6721,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6722,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6723,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6724,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6725,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6726,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6727,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6728,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6729,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6730,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6731,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6732,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6733,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6734,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6735,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6736,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6737,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6738,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6739,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6740,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6741,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6742,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6743,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6744,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6745,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6746,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6747,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6748,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6749,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6750,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6751,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6752,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6753,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6754,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6755,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6756,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6757,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6758,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6759,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6760,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6761,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6762,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6763,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6764,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6765,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6766,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6767,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6768,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6769,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6770,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6771,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6772,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6773,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6774,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6775,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6776,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6777,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6778,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6779,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6780,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6781,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6782,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6783,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6784,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6785,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6786,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6787,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6788,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6789,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6790,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6791,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6792,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6793,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6794,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
